feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.22865798313796515,0.9986241857398308,-0.48095331405616276,-0.16969208983964434,-1.1755690545699644,-0.46502568309308634,0
0.06926904734219363,1.5909231215122932,-0.36621861314492377,-1.180340367853042,-1.18807222762955,-0.7744181442347637,1
-1.1348402533288182,-1.048320884746384,0.6591710685702954,-1.1740223219520498,-0.8972157203572926,-0.31625261879874966,0
-0.9512730277181375,-0.48347143652635816,-0.03540571238269059,-0.3839477906447547,-1.9459149464980041,-0.8123206739175836,0
-0.10997211333000156,0.5265715374884304,0.34971447650944837,-3.4726063816658397,0.3199243140640333,-2.4976369715178697,0
-1.32601540620593,-0.18143981254173555,2.142874313959175,-0.22517816446688976,0.9953491023155416,0.9769485676780917,0
-0.3088539038939795,-0.025623965997903182,1.08092006780014,-1.4927436129476739,0.8385430737905459,-2.644136439838161,0
-0.32000231469206564,0.2047662740351196,-1.2119658026649065,-2.959451169301193,-0.19494908696787183,-2.069955789489805,0
0.9936500433714657,0.16672243049301158,0.3546595573458956,-2.8991558515033735,-2.941387526471763,-1.372207052991742,1
-0.948978458860541,-1.285306505764407,-0.7666801067448239,-0.7722325492177782,-0.9428238964909778,-0.9313760866416456,0
1.7667354128029094,-0.6477284497840679,-0.5734649152039165,2.429526699866973,-0.7965021538912042,-2.106414276431862,0
1.3453086714106688,1.792809416285457,-0.5120097700490122,0.995718262693184,-1.519199671100845,0.32571417498527344,0
-1.5523239082052553,-0.9502446242005124,-1.5698303499095319,-1.5321309442048374,0.16597963012341088,-1.55871794432275,0
1.076977995464422,1.0044504541215686,1.2433374707312457,-3.6294551647883813,-2.3503049805428136,-3.242106500184941,1
0.03988356490321476,0.8191057424204936,1.2192175379391292,-2.8575760323069255,-2.1502604675726635,-2.0245681286650186,1
-0.36428528457876375,-0.7795011188126194,1.762149886109824,2.080882782789627,0.255968357111522,0.8764095041029547,1
-0.8781074226087353,-3.105895153747728,1.6426801784706384,2.1885933194929947,-2.210029834892625,-1.3323821441223382,0
-1.354999258914402,-0.40149083518168527,0.1919270112566094,-0.019521485563189334,-1.498045898905343,-0.5484281925135199,0
-1.1812731051793053,0.08257779533681742,-1.8291826410116716,-0.009259705727141077,-2.2046084431550312,0.6152443179678853,0
0.8120400164278029,-0.8185903798511555,-0.7008857964584344,-0.8275517094705402,-1.4959442712681654,-0.5428996315397348,1
1.0623097601327012,-0.11908038717442407,-1.0139533917539962,0.07446626442003379,-1.7312387341467104,0.8377666059156406,1
-1.279510885504116,0.7971152010979974,-0.9752014100133116,0.581374580420142,1.6913952536660055,-1.0770934480677024,1
1.81189537202322,0.46055225786192916,0.30903618285461354,0.13297337584255198,-0.9173856408691311,0.25417938765615156,1
-1.0691605734072753,-0.9446743196563876,-0.9167193247798303,-0.3930646285831022,-1.0751292034094175,-0.4259913419620248,0
3.0728220079685946,0.2659184289322438,-0.6673741794153234,-2.8291512307090207,-1.7304996850759504,-1.356406737302203,1
-0.9187820644000237,-0.9940058619351126,-0.13559113582802323,-2.716833156608291,0.9554301790825708,-1.5591092148325738,0
-0.8430005518972056,-1.013070977825074,-0.6193799600604868,3.621596884053025,0.19113093587520025,1.975211297415877,1
0.298073938528734,-1.6511128814137905,-3.1411853776615724,-2.6457832075952834,-0.8805265785235995,-3.007943900441049,1
0.3621881108844869,-0.05836452092745957,-0.1146506800492271,1.0510166940542698,1.4897288032548484,-0.8303866750597367,1
2.7308224811994926,-0.9845076819656994,0.4290116499530351,-0.7053981339678913,-0.3505083840060509,-0.6170229584994225,1
-0.6485292784183807,-0.41337984456854027,-2.4266580731566507,1.6600248258229917,0.7391096516423765,0.9501971712449938,1
0.6344664036297931,0.5578112835511367,1.446211981166517,-1.4940557374007009,-3.187312033357293,1.219238649564819,0
-2.203309474571153,-0.5975760342736152,0.759628296504721,-1.1502670191916815,-0.5447241358500058,-0.5311049178793923,0
1.6619962740894636,-0.9821464101078595,-0.6827283749202516,-0.2585687144869868,-0.3175452898611395,-1.2683970964473787,0
2.4698218825995255,0.42283263114001435,1.049351841454879,2.5905926268190433,0.07435160121988815,-2.245462643504147,0
